0.00000000000000000 0 0 0 -1 35 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.00000000000000000 2 1 1 -1 34 0 0 -1.12187717634678563 0.01475143539612182 32000001 
5.32240174455765391 0 1 0 20 17 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.42024177116937994 1 1 0 36 32 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.38129114702816391 1 1 0 38 16 0 0 -1.12187717634678563 0.01475143539612182 32000001 
6.68620455943239644 2 0 1 10 15 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.42024177116937994 1 0 1 37 23 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.19348157312490155 1 0 1 9 14 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.86513511979566982 1 0 1 14 13 0 0 -1.12187717634678563 0.01475143539612182 32000001 
3.21186434425524459 0 0 1 30 7 0 0 -1.12187717634678563 0.01475143539612182 32000001 
6.31606045015691464 1 0 1 13 5 0 0 -1.12187717634678563 0.01475143539612182 32000001 
7.21751616308671728 1 1 0 12 -1 0 0 -1.12187717634678563 0.01475143539612182 32000001 
6.68620455943239644 0 1 0 17 11 0 0 -1.12187717634678563 0.01475143539612182 32000001 
5.32240174455765391 2 0 1 8 10 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.62134408635206562 0 0 1 7 8 0 0 -1.12187717634678563 0.01475143539612182 32000001 
7.21751616308671728 1 0 1 5 -1 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.46364264825985968 0 1 0 4 28 0 0 -1.12187717634678563 0.01475143539612182 32000001 
6.31606045015691464 1 1 0 2 12 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.62134408635206562 2 1 0 19 20 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.19348157312490155 1 1 0 21 18 0 0 -1.12187717634678563 0.01475143539612182 32000001 
4.86513511979566982 1 1 0 18 2 0 0 -1.12187717634678563 0.01475143539612182 32000001 
3.21186434425524459 2 1 0 28 19 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.54673351277939375 1 0 1 23 25 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.78527364446633230 0 0 1 6 22 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.74073634290579182 0 1 0 33 27 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.74073634290579182 2 0 1 22 26 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.81928528781436061 1 0 1 25 31 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.81928528781436061 1 1 0 24 38 0 0 -1.12187717634678563 0.01475143539612182 32000001 
3.06476931484968285 1 1 0 16 21 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.46364264825985968 2 0 1 39 30 0 0 -1.12187717634678563 0.01475143539612182 32000001 
3.06476931484968285 1 0 1 29 9 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.19264616808094992 0 0 1 26 39 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.78527364446633230 2 1 0 3 33 0 0 -1.12187717634678563 0.01475143539612182 32000001 
1.54673351277939375 1 1 0 32 24 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.19766566632102175 1 1 0 1 36 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.19766566632102175 1 0 1 0 37 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.38543811361736596 0 1 0 34 3 0 0 -1.12187717634678563 0.01475143539612182 32000001 
0.38543811361736596 2 0 1 35 6 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.19264616808094992 2 1 0 27 4 0 0 -1.12187717634678563 0.01475143539612182 32000001 
2.38129114702816391 1 0 1 31 29 0 0 -1.12187717634678563 0.01475143539612182 32000001 
