85 1998 121 
112 2123 59 
138 2189 219 
187 2196 193 
124 2156 90 
170 2246 62 
60 2153 121 
33 2046 105 
91 2149 60 
41 2095 98 
133 2318 245 
281 2321 168 
183 2084 77 
82 2250 100 
45 2310 111 
156 2261 137 
111 2187 68 
176 2166 20 
182 2283 81 
95 2109 160 
122 2184 130 
59 2071 76 
129 2205 106 
71 2196 241 
97 2089 152 
41 2198 171 
136 2112 52 
129 2185 180 
143 2101 122 
186 2209 193 
82 2058 86 
300 2394 102 
100 2335 167 
178 2144 56 
121 2384 187 
183 2401 160 
247 2375 112 
151 2315 158 
80 2219 79 
265 2227 180 
229 2175 64 
117 2001 174 
135 2246 185 
207 2243 128 
66 2254 108 
149 2181 96 
97 2172 107 
230 2133 131 
207 2205 114 
305 2312 107 
79 1948 35 
251 2238 45 
125 2124 115 
87 2228 111 
132 2264 104 
160 2281 119 
93 2192 181 
82 2249 157 
124 2273 139 
170 2211 189 
112 2293 211 
178 2331 183 
67 1866 119 
107 2346 189 
90 2255 165 
118 2106 156 
56 2403 287 
97 2126 125 
135 2231 220 
316 2355 153 
135 2169 108 
98 2102 146 
97 2153 100 
104 2139 97 
241 2261 212 
57 2139 160 
119 2273 100 
175 2154 117 
87 2253 146 
208 2384 82 
173 2282 139 
52 2072 170 
204 2242 98 
167 2137 108 
215 2279 62 
289 2372 149 
131 2223 136 
198 2181 187 
125 2183 78 
313 2471 84 
172 2328 222 
239 2250 135 
146 2372 172 
167 2303 180 
121 2033 88 
79 2080 53 
53 2342 213 
144 2655 425 
212 2369 243 
116 2090 60 
155 2404 93 
168 2224 110 
114 2324 236 
86 2283 127 
120 2141 85 
69 2129 132 
70 2070 44 
220 2408 106 
122 2303 97 
156 2285 85 
130 2298 218 
148 2287 159 
121 2254 191 
133 2030 77 
48 2303 267 
117 2288 209 
174 2331 215 
127 2368 185 
88 2280 162 
132 2159 111 
145 2177 98 
178 2135 167 
202 2353 127 
145 2173 58 
177 2150 107 
157 2324 215 
94 2200 160 
289 2340 123 
154 2310 142 
174 2317 103 
265 2249 110 
190 2114 102 
167 2251 170 
195 2335 124 
45 2077 94 
107 2170 121 
137 2396 229 
93 2063 126 
229 2387 168 
128 2357 133 
77 2246 85 
112 2234 122 
131 2245 204 
141 2188 153 
53 2237 148 
204 2297 199 
139 2241 138 
110 2559 265 
107 2218 113 
110 2305 243 
104 2234 74 
122 2075 127 
119 2267 136 
130 2090 138 
67 2188 119 
151 2305 142 
187 2360 197 
154 2132 48 
99 2202 89 
60 2155 213 
60 2226 84 
147 2379 158 
78 1972 72 
182 2362 174 
164 2318 84 
142 2141 119 
54 2189 141 
188 2300 232 
96 2257 187 
146 2385 151 
80 2194 162 
64 2304 248 
210 2020 66 
118 2271 81 
232 2203 97 
74 2110 112 
110 2320 136 
142 2232 276 
99 2239 228 
86 2179 157 
181 2267 180 
113 2294 241 
136 2123 121 
141 2085 122 
183 2298 175 
167 2348 139 
99 2098 41 
161 2287 110 
54 2231 95 
124 2125 143 
86 2125 61 
175 2428 129 
160 2152 116 
136 2323 149 
97 2164 167 
121 2223 156 
176 2182 92 
71 2143 110 
183 2414 167 
167 2006 65 
123 2137 56 
124 2123 89 
117 2270 97 
112 2104 74 
235 2424 93 
218 2212 106 
137 2353 160 
125 2325 40 
86 2284 174 
160 2198 78 
156 2251 191 
56 2306 186 
142 2279 185 
94 2137 103 
140 2476 266 
103 2250 147 
71 2285 100 
173 2332 131 
81 2092 129 
225 2173 42 
208 2094 118 
172 2372 220 
136 2422 194 
188 2104 94 
188 2311 157 
