421 100 
211 100 
300 100 
241 100 
199 100 
200 100 
315 100 
364 100 
404 100 
362 100 
215 100 
286 100 
311 100 
283 100 
269 100 
279 100 
280 100 
191 100 
366 100 
238 100 
265 100 
188 100 
207 100 
265 100 
325 100 
197 100 
296 100 
261 100 
286 100 
236 100 
291 100 
239 100 
307 100 
243 100 
223 100 
178 100 
285 100 
270 100 
318 100 
346 100 
282 100 
254 100 
261 100 
205 100 
233 100 
227 100 
323 100 
218 100 
238 100 
249 100 
345 100 
409 100 
233 100 
236 100 
291 100 
325 100 
228 100 
273 100 
246 100 
223 100 
251 100 
240 100 
387 100 
391 100 
324 100 
222 100 
221 100 
308 100 
311 100 
322 100 
217 100 
274 100 
389 100 
227 100 
182 100 
303 100 
282 100 
334 100 
197 100 
271 100 
299 100 
357 100 
281 100 
231 100 
267 100 
275 100 
198 100 
257 100 
240 100 
292 100 
304 100 
303 100 
228 100 
272 100 
247 100 
306 100 
297 100 
310 100 
186 100 
227 100 
252 100 
316 100 
300 100 
290 100 
166 100 
318 100 
244 100 
231 100 
300 100 
202 100 
222 100 
186 100 
346 100 
273 100 
210 100 
204 100 
272 100 
281 100 
386 100 
265 100 
314 100 
340 100 
220 100 
272 100 
223 100 
138 100 
269 100 
201 100 
221 100 
142 100 
314 100 
234 100 
286 100 
265 100 
276 100 
281 100 
263 100 
352 100 
294 100 
316 100 
256 100 
281 100 
184 100 
260 100 
438 100 
265 100 
242 100 
239 100 
289 100 
243 100 
317 100 
297 100 
225 100 
213 100 
242 100 
256 100 
184 100 
277 100 
333 100 
361 100 
236 100 
254 100 
294 100 
245 100 
277 100 
362 100 
270 100 
241 100 
236 100 
223 100 
256 100 
272 100 
211 100 
272 100 
295 100 
232 100 
270 100 
241 100 
302 100 
199 100 
205 100 
273 100 
246 100 
390 100 
220 100 
315 100 
201 100 
227 100 
227 100 
372 100 
270 100 
364 100 
211 100 
180 100 
318 100 
303 100 
323 100 
285 100 
232 100 
415 100 
228 100 
227 100 
491 100 
286 100 
278 100 
232 100 
163 100 
168 100 
364 100 
192 100 
339 100 
236 100 
134 100 
172 100 
239 100 
262 100 
181 100 
233 100 
190 100 
260 100 
281 100 
310 100 
170 100 
348 100 
241 100 
254 100 
276 100 
298 100 
300 100 
381 100 
306 100 
221 100 
363 100 
302 100 
231 100 
266 100 
184 100 
264 100 
288 100 
211 100 
277 100 
292 100 
225 100 
151 100 
311 100 
278 100 
255 100 
239 100 
237 100 
268 100 
242 100 
266 100 
299 100 
323 100 
314 100 
337 100 
283 100 
281 100 
172 100 
261 100 
245 100 
354 100 
243 100 
245 100 
264 100 
226 100 
246 100 
306 100 
365 100 
207 100 
252 100 
355 100 
278 100 
283 100 
354 100 
180 100 
190 100 
264 100 
327 100 
175 100 
272 100 
261 100 
236 100 
146 100 
315 100 
253 100 
241 100 
282 100 
264 100 
244 100 
236 100 
392 100 
243 100 
218 100 
243 100 
210 100 
237 100 
352 100 
237 100 
276 100 
385 100 
260 100 
268 100 
307 100 
153 100 
382 100 
220 100 
265 100 
244 100 
269 100 
250 100 
208 100 
250 100 
276 100 
278 100 
341 100 
241 100 
281 100 
202 100 
276 100 
191 100 
195 100 
317 100 
246 100 
303 100 
259 100 
215 100 
370 100 
